app_name,release_date,id,developer,Accounting,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing
Pixel Traffic: Circle Rush,2017,696460,For Kids,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
STICK ENGINE,2017,654740,Triverske,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Watch Me Jump,2018,698770,Jeremy Gable,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Wanderland: Collector Pack,2017,700680,Artogon,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Wanderland: Armiger Pack,2017,700670,Artogon,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Wanderland: Warrior Pack,2017,700700,Artogon,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Wanderland: Famous Adventurer Pack,2017,700710,Artogon,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Wanderland: Explorer Pack,2017,700690,Artogon,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BlobCat,2017,613210,BySamb,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Charpi,2017,694670,Dasewner Games,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Angry Gnome,2017,685920,Gorbachev V.A.,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TEKKEN 7 DLC 1 Ultimate TEKKEN BOWL & Additional Costumes,2017,592372,BANDAI NAMCO Studios Inc.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Train Simulator: Western Hydraulics Pack Add-On,2017,621920,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Mighty Party: Academy of Enchantress Pack,2017,698560,Panoramik Inc,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
Fur Up,2017,681800,Snowflurry Entertainment,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Super Bunny Man,2017,673750,Catobyte,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
theHunter™: Call of the Wild - Backpacks,2017,706150,Expansive Worlds,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"Hide and Seek - Glowing ""Ninja Master"" Mask",2017,693635,Llama Software,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Hide and Seek - Glowing Scuba Helmet,2017,693641,Llama Software,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Hide and Seek - Halo,2017,693606,Llama Software,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Hide and Seek - Headphones,2017,693628,Llama Software,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Hide and Seek - Horns,2017,693617,Llama Software,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Hide and Seek - Medic Hat,2017,693614,Llama Software,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Hide and Seek - Miner Hat,2017,693607,Llama Software,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Hide and Seek - Small Ears,2017,693630,Llama Software,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Hide and Seek - Ninja Headband,2017,693620,Llama Software,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Hide and Seek - General's Hat,2017,693608,Llama Software,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Hide and Seek - Plunger,2017,693624,Llama Software,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
JCB Pioneer: Mars,2017,536660,Atomicom,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Hide and Seek - Headlamp,2017,693621,Llama Software,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Hide and Seek - Lightbulb,2017,693616,Llama Software,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Hide and Seek - Mobile Turret,2017,693636,Llama Software,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Hide and Seek - Party Hat,2017,693631,Llama Software,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Hide and Seek - Sombrero,2017,693610,Llama Software,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Hide and Seek - Traffic Cone,2017,693627,Llama Software,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Hide and Seek - Sun Hat,2017,693615,Llama Software,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
鸿源战纪 - Tales of Hongyuan OST,2017,702800,弘原游戏,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hide and Seek - Top Hat,2017,693590,Llama Software,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Hide and Seek - White Headband,2017,693623,Llama Software,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Hide and Seek - Workout Headband,2017,689430,Llama Software,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Hide and Seek - Valkyrie Helm,2017,693638,Llama Software,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
鸿源战纪 - Tales of Hongyuan,2017,678560,弘原游戏,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TMM: Entourage,2017,556310,Chocolate Ship Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Epic Cards Battle 2-Dragons Rising(TCG),2018,687630,momoStorm Entertainment,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
SuperLuminauts,2017,670080,LampFire,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hide and Seek - Box Head,2017,693618,Llama Software,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Hide and Seek - Unicorn Horn,2017,693619,Llama Software,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Hide and Seek - Viking Hat,2017,693602,Llama Software,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Graveyard Keeper,2012,599140,Lazy Bear Games,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Hide and Seek - Witch Hat,2017,693634,Llama Software,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Karradash - The Lost Dungeons,2017,682020,68k Studios,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"SUPER ARMY OF TENTACLES 3, XPACK I: God Makes Gnome Mistakes",2017,594540,Stegalosaurus Game Development,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Trivia Vault: Science & History Trivia 2,2017,699590,Ripknot Systems,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Peninsular War Battles,2017,675950,HexWar Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ship It - Official Soundtrack,2017,564770,Think On Labs,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Songbringer,2017,367080,Wizard Fu,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
The Dew,2017,692950,ZZICON,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Greedy Guns,2017,471700,Tio Atum,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NanoScape Soundtrack,2017,698390,SnowFlame,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Australian Football Coach,2017,578010,Statto Software,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
Twin Saga,2017,454910,X-Legend,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Watch Out,2017,691860,Noctecraft Entertainment,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
ArchRobo - Robotic Annihilation,2017,692110,Ameet Sharma,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
spaceBOUND,2017,653190,Gravity Whale Games,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Achievement Hunter: Wizard,2017,693870,putilin_industries,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bloons TD 5 - Samurai Ninja Monkey Skin,2017,691490,Ninja Kiwi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Fishing Planet: Topwater Midnight Pack,2017,591981,Fishing Planet LLC,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
FSX Steam Edition: Night Environment: Spain Add-On,2017,622356,Chris Bell - Creative Design Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Deep Ones Soundtrack,2017,701320,BURP! Games,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ways of History,2017,619310,Glyph Worlds,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
The Istrys,2017,668850,Hohng LLC,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xenia,2017,687310,Dimitrios Floros,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Boss Defiance,2017,619470,Tiny Pixel,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Age of Fear 3: The Legend,2017,431700,Leslaw Sliwko,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Four Horsemen,2017,668200,Nuclear Fishin' Software,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Doodle God Blitz,2017,625430,JoyBits Ltd.,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Knossos,2017,666790,Knossos Software,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
a nifty game,2017,591390,Pixel with Hat,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ravager,2017,689100,"Nikhil Tailor,Ariflare",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Find this!,2017,698300,For Kids,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
All Haze Eve,2017,680680,xrrawva,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
岚零之风 - Wind Horizon,2017,700510,RBIOKuriboh,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MOAR ZAMBIZ (ZAMBI 2 KIL DLC),2017,698940,BunchOD00dz,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Neon Сoliseum,2017,686300,Mantis Games,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ZAMBI 2 KIL,2017,698930,BunchOD00dz,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bees Knees,2017,700050,JimJamsGames,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Knightfall Original Soundtrack,2017,705720,Static City Games,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Adventurer and His Backpack,2017,635410,疯王子,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100% Orange Juice - Witch Pack,2017,704180,Orange_Juice,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Knightfall,2017,625000,Static City Games,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Reaching for Petals - Official Soundtrack,2017,704610,Blue Entropy Studios,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Press and Jump,2017,697940,Limed,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
All-Star Fruit Racing,2017,673190,3DClouds.it,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
Reaching for Petals,2017,636170,Blue Entropy Studios,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jannet (Character for Occult RERaise),2017,698354,Arcane Raise,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Dante (Character for Occult RERaise),2017,698355,Arcane Raise,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Nikolai (Character for Occult RERaise),2017,698356,Arcane Raise,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Blaze (Character for Occult RERaise),2017,698359,Arcane Raise,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Zeke (Character for Occult RERaise),2017,698357,Arcane Raise,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
The Last One,2012,601380,Phoenix Interactive Studio,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
- Occult RERaise -,2017,698310,Arcane Raise,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Slizer Battle Management System,2017,673620,slizer88,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
Nixon (Character for Occult RERaise),2017,698358,Arcane Raise,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Rocksmith® 2014 Edition – Remastered – 3 Doors Down Song Pack II,2017,637729,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rocksmith® 2014 Edition – Remastered – 3 Doors Down - “It’s Not My Time”,2017,637730,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AMPLITUDE: A Visual Novel,2017,704680,Ceylon Entertainment,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Rocksmith® 2014 Edition – Remastered – 3 Doors Down - “Let Me Go”,2017,637731,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rocksmith® 2014 Edition – Remastered – 3 Doors Down - “Be Like That”,2017,637732,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Solaria Moon,2017,623930,3y3.net,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Metronomicon – The End Records Challenge Pack,2017,674670,Puuba,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
The Last Tree: Soundtrack,2017,646140,Dalibor Kamnjanac,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fidget Spinner,2017,657630,Antonio Renna,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Square x Square,2017,654750,"Pirates Of Love,Arthur Doggo",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Two Worlds II - CoT Soundtrack,2017,633980,Reality Pump Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"I LOVE DROZDOV ""TERRA VIVA""",2017,707690,ILLUMICORP,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Army of Tentacles: CHARITY DLC FOR DISASTER RELIEF PLACES,2017,710730,Stegalosaurus Game Development,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Aya's Journey,2017,705390,Boogygames Studios,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"BLOCK WARRIORS: ""Open World"" Game",2017,704210,Voltornas Games,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Pixel Traffic: Risky Bridge,2017,699750,For Kids,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Eight-Minute Empire,2017,656590,"Acram Digital,Mobo Studio",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Kitten Rampage,2016,434360,Dexmes,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Fantasy Grounds - Town Backdrop: Dunstone (5E),2017,706650,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Fantasy Grounds - Forest Kingdom KS (Token Pack),2017,709130,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Tokyo Dark: Collector’s Upgrade,2017,706580,Cherrymochi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fantasy Grounds - Feats of Legend: 20 Orc Feats (PFRPG),2017,710050,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Slash/Dots.,2017,698880,NASPAPA GAMES,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Senko no Ronde 2 旋光の輪舞２,2017,574160,G.rev Ltd.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPG Maker MV - MADO,2017,662970,"KADOKAWA,Yoji Ojima",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CRACKHEAD Theme Tune,2017,696300,Kev Jackson,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Eight-Minute Empire: Starfall Crater Map,2017,702414,"Acram Digital,Mobo Studio",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Eight-Minute Empire: Southern Plains Map,2017,702413,"Acram Digital,Mobo Studio",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Blacksquad - EA FREE TIMED WEAPON PACKAGE 3,2017,654174,NS STUDIO,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cathodemer,2017,697860,Joel Kivelä,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Blacksquad - S15 FIRST RELEASE PACKAGE,2017,654175,NS STUDIO,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2D Neon Cube,2017,701720,Laush Dmitriy Sergeevich,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Grav Blazer Squared,2017,703530,Ripknot Systems,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SLI-FI: 2D Planet Platformer,2017,668230,etaxoft,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Bouncing Duck Simulator,2017,696560,Damien Sueur,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Bloons TD 5 - Mystical Apprentice Monkey Skin,2017,691500,Ninja Kiwi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Train Simulator: Wutachtalbahn: Lauchringen – Immendingen Route Add-On,2017,562378,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CGWallpapers.com - 300 Wallpapers Pack,2017,692240,Flamy Frog Interactive,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Archaica: The Path of Light,2017,550590,Two Mammoths,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Project Highrise: Tokyo Towers,2017,636501,SomaSim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Little Dog,2017,703040,Vyacheslav Shilikhin,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Pixel Gladiator,2017,542400,Durbek,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Laika 2.0,2017,675140,Studio Albatros,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HIVE: Altenum Wars,2017,468330,Catness Game Studios,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kitten adventures in city park,2017,643870,Lokator Studio,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kingdom: The Far Reaches,1995,700880,Interplay,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Kitten adventures in city park - Bonus Content,2017,710580,Lokator Studio,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hyperun,2017,565390,Concrete Games,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
Res Judicata: Vale of Myth,2017,670970,Blue Booth Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Planet Bash,2017,700400,Killerkun,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KILL THE EMOJI 😱,2017,698720,DRUNKEN APES,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Startide,2017,598500,"Swimming Scorpions,MMEU",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Space Shock 3,2017,662560,BekkerDev Studio,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Automobile Tycoon,2017,656490,Silver Lemur Games,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Brawl of Ages,2017,529840,"BNA Studios, LLC",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
The Ultimatest Battle,2017,669580,Ediogames,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Crankies Workshop: Grizzbot Assembly,2017,705420,Crankies Smartworks,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Super Mr. Kake,2017,672050,Five entertainment,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Shopping Tycoon,2017,659130,DreamsSoftGames,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
DEFENDER OF EARTH VS THE ALIEN ARMADA,2017,677680,MONKEY WRENCH STUDIO INC.,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Trackless,2017,586660,12 East Games,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dino Dini's Kick Off™ Revival - Steam Edition,2017,537740,Koo Games Ltd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
BlockGame,2017,688110,Tyler Pomplon,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hand of the Gods,2017,648430,Hi-Rez Studios,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Wing Pro 6 Commercial Use Upgrade,2017,621320,Wingware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Rocksmith® 2014 Edition – Remastered – 80s Mix Song Pack IV,2017,637735,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NASCAR Heat 2 - Free September Toyota Pack,2017,703441,Monster Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rocksmith® 2014 Edition – Remastered – Ratt - “Lay It Down”,2017,637736,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Trivia Vault: Super Heroes Trivia 2,2017,705090,Ripknot Systems,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Wing Pro 6,2017,621300,Wingware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NASCAR Heat 2 - September Jumbo Expansion,2017,703440,Monster Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Nimble Fish,2017,704440,For Kids,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rocksmith® 2014 Edition – Remastered – Steve Winwood - “Higher Love”,2017,637737,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ys VIII: Lacrimosa of DANA - Digital Mini Art Book / デジタル・ミニ・アートブック,2017,677691,Nihon Falcom,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Rocksmith® 2014 Edition – Remastered – Huey Lewis & The News - “Hip To Be Square”,2017,637738,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ys VIII: Lacrimosa of DANA - Digital Soundtrack Sampler / デジタル・サウンドトラックお試し版,2017,677692,Nihon Falcom,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ZOMBIE CAR MASSACRE 💀,2017,703070,DRUNKEN APES,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
XAOC 月圓奏鼓祭 Luna Fiesta - Original Soundtrack -,2017,702330,WindThunder Studio,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Ys VIII: Lacrimosa of DANA - Adol’s Adventure Essentials DLC / アドルの冒険必携セット,2017,677690,Nihon Falcom,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
XAOC 天燁緒極霸百寶箱,2017,695500,WindThunder Studio,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
The Art of XAOC,2017,704160,WindThunder Studio,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
XAOC 雷鈺密探百寶箱,2017,650260,WindThunder Studio,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
