genres,app_name,release_date,id,developer,Accounting,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing
"Adventure, Indie",Pale Spectrum - Part Two of the Book of Gray Magic,2017,554180,Ithaqua Labs,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Casual, Indie",Sponchies,2017,593670,TrerPlay,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Casual, Indie, Racing",Hare,2017,681290,"Zelun,Tio_jolo",0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"Casual, Indie",Ablepsia,2017,713680,NedoStudio,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Adventure, RPG",Legend of Hand,2017,595560,Cloak and Dagger Games,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Adventure, RPG",Legend of Hand - Collector's Extras,2017,714830,Cloak and Dagger Games,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Adventure, RPG",Legend of Hand - Soundtrack,2017,714831,Cloak and Dagger Games,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Education,ResumeMaker® Professional Deluxe 20,2017,707280,Individual Software,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Indie, RPG, Early Access",Last Stonelord,2017,641950,Morganti Livio,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Action, Indie, Sports, Early Access",Cheap Golf,2017,616520,SUSAN.,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Indie,Marty Thinks 4D,2017,515890,Jonathan Stoffer,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Indie,Marty Thinks 4D Soundtrack,2017,722720,Jonathan Stoffer,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Action,Senko no Ronde 2 - Voice Pack,2017,723320,G.rev Ltd.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Indie, RPG",Restoration: Nightmare Chronicles,2017,707330,Syu-Syu,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Adventure, Casual, Simulation",Brilliant Shadows - Soundtrack,2017,435370,Ithaqua Labs,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Adventure, RPG",Descent: Road to Legend - Trials of Frostgate,2017,712330,Fantasy Flight Games,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Action,Senko no Ronde 2 - Rounder Karel,2017,698224,G.rev Ltd.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action,Senko no Ronde 2 - Rounder Lili,2017,698223,G.rev Ltd.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure, Casual, Indie",Hentai - Soundtrack Of The Year (SOTY),2017,723200,PinkySwear,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Adventure, Casual, Indie, Racing",Fish's Trip,2017,701960,André Bertaglia,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"Casual, Indie, Simulation",Twickles,2017,695110,Neox Studios,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Strategy,Harald: A Game of Influence,2017,648340,3DDUO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Casual, Sports",Hippo Sports,2017,698480,Crenetic GmbH Studios,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Free to Play, Indie, Early Access",Crazy Dreamz: MagiCats Edition,2017,690610,Dreamz Studio,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Casual, Indie, Racing",Low Desert Punk,2017,709400,Outlaw,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"Casual, Indie",Operator Overload,2017,499140,Benn Powell,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure, Indie",Rainbow Step,2017,690400,AMG GAMES,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Casual, Indie",Aw Nutz,2017,707000,Renaissance,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Adventure, Casual, Indie",Bai Qu - Digital Artbook,2017,696620,Magenta Factory,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Design &amp; Illustration, Web Publishing",RPG Maker VX Ace - Pirate Ship Tiles,2017,721052,"KADOKAWA,Sherman3D",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Design &amp; Illustration, Web Publishing",RPG Maker VX Ace - Tragedy and Drama,2017,721053,KADOKAWA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Design &amp; Illustration, Web Publishing",RPG Maker VX Ace - KHAS Ultra Lighting Script,2017,721054,KADOKAWA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Design &amp; Illustration, Web Publishing",RPG Maker VX Ace - Pop! Horror City Character Pack 1,2017,721050,"KADOKAWA,Vexed Enigma",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Design &amp; Illustration, Web Publishing",RPG Maker MV - Fantastic Buildings: Medieval,2017,721060,"KADOKAWA,Celianna",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Design &amp; Illustration, Web Publishing",RPG Maker VX Ace - Ancient Dungeons: Winter,2017,721051,"KADOKAWA,Celianna",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Action, Free to Play, Massively Multiplayer, RPG",Kritika Online,2017,439350,ALLM,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"Action, Free to Play, Massively Multiplayer, RPG",Kritika Online: Free Elite Player's Pack,2017,717030,ALLM,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"Action, Free to Play, Massively Multiplayer, RPG",Kritika Online: Elite Starter Pack,2017,717031,ALLM,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"Action, Free to Play, Massively Multiplayer, RPG",Kritika Online: Elite Costume Pack,2017,717032,ALLM,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Simulation,Train Simulator: Gatwick Express BR Class 460 'Juniper' EMU Add-On,2017,562373,Master Key Simulations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Action, Adventure, Casual, Indie, Early Access",Cyberoque,2017,688370,Dnovel,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Strategy",Total War: WARHAMMER II,2017,594570,Creative Assembly,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Free to Play, Indie, Simulation",World of Guns: US Army Guns Pack #1,2017,724020,Noble Empire Corp.,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
"Indie, Strategy",战术狂想1(Chimera of Tactics 1),2017,706920,自由愉悦小黄猫(Free pleasure little yellow cat),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Action, Adventure, Indie",Woodlands,2017,646100,"Acuze Interactives,Winterbyte",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Casual, Indie, Simulation",Glitch Simulator OST (Soundtrack),2017,702840,BunchOD00dz,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Action, Adventure, Casual, Indie, Simulation",Iron Knight,2017,714670,Vyacheslav Shilikhin,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Action, Adventure, Casual, Indie, Simulation",Glitch Simulator 2018,2017,702090,BunchOD00dz,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"RPG, Simulation, Strategy, Early Access",The Guild 3,2017,311260,GolemLabs,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
Action,EVE: Valkyrie – Warzone x11 Gold Capsule,2017,708522,CCP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure, Indie",Hob,2017,404680,Runic Games,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure, Indie",Hob Official Soundtrack (FLAC+MP3),2017,719530,Runic Games,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Indie",Project Nimbus,2017,257030,GameCrafterTeam,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure, RPG",RAID: World War II,2017,414740,Lion game Lion,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Action, Adventure",RAID: World War II Special Edition Upgrade,2017,707080,Lion Game Lion,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure, Casual, Indie",Crazy Mob,2017,709890,CoolGameZ,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Adventure, Casual, Indie",The Surprising Adventures of Munchausen,2017,696710,Dikobraz Games,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Indie, Simulation, Strategy","Cook, Serve, Delicious! 2!! Original Soundtrack",2017,713690,Vertigo Gaming Inc.,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"Casual, Indie",Placement,2017,700920,Albin Bernhardsson,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure, RPG",RAID: World War II Soundtrack,2017,720860,Lion game Lion,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Casual, Free to Play, Indie, Sports",Multiplayer Mini-Golf Game Source Code (Full Project),2017,704340,Oryzhon Studios,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
"Indie, RPG, Strategy",Fantasy Grounds - Chaotic Creatures (Token Pack),2017,722740,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"Indie, RPG, Strategy",Fantasy Grounds - Lost Library of Thoth (5E),2017,710000,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"Casual, Indie",Snake Treasure Chest,2017,721470,Ragıp Hatunoğlu,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Indie, RPG, Strategy",Fantasy Grounds - Tome of Beasts Pack 1 (Token Pack),2017,722690,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"Casual, Simulation",Rocksmith® 2014 Edition – Remastered – Rockin’ Covers Song Pack,2017,637743,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Indie, RPG, Strategy",Fantasy Grounds - Pathfinder Iconic Portrait Pack (PFRPG),2017,717100,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"Casual, Simulation",Rocksmith® 2014 Edition – Remastered – Goldfinger - “99 Red Balloons”,2017,637744,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Casual, Simulation",Rocksmith® 2014 Edition – Remastered – Seether - “Careless Whisper”,2017,637746,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Casual, Simulation",Rocksmith® 2014 Edition – Remastered – Marilyn Manson - “Tainted Love”,2017,637745,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Casual, Simulation",Rocksmith® 2014 Edition – Remastered – Halestorm - “Bad Romance”,2017,637747,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Casual, Indie",Temple Escape,2017,712380,For Kids,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Action,EVE: Valkyrie – Warzone x5 Gold Capsule,2017,708521,CCP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action,EVE: Valkyrie – Warzone x50 Gold Capsule,2017,708530,CCP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure, Casual, Indie",Blanco Original Soundtrack,2017,705200,"51Pegasi Studios,Connor Lourenco",0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Action,EVE: Valkyrie – Warzone x2 Gold Capsule,2017,708520,CCP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action,EVE: Valkyrie – Warzone Drifter Pack,2017,700800,CCP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simulation,Pinball FX3 - Marvel Pinball Vengeance and Virtue Pack,2017,646661,Zen Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Simulation,Pinball FX3 - Marvel Pinball Original Pack,2017,646660,Zen Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Casual, Indie, Early Access",Pivot Puzzles,2017,713830,CRJ Games,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Simulation,Pinball FX3 - Core Collection,2017,646673,Zen Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Indie, RPG, Strategy",Fantasy Grounds - Heroic Characters 17 (Token Pack),2017,722710,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Simulation,Pinball FX3 - Marvel Pinball Avengers Chronicles,2017,646662,Zen Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Simulation,Pinball FX3 - Marvel's Women of Power,2017,646663,Zen Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Simulation,Pinball FX3 - Star Wars™ Pinball,2017,646664,Zen Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Simulation,Pinball FX3 - Star Wars™ Pinball: Heroes Within,2017,646666,Zen Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Simulation,Pinball FX3 - Star Wars™ Pinball: The Force Awakens Pack,2017,646667,Zen Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Simulation,Pinball FX3,2017,442120,Zen Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Simulation,Pinball FX3 - Bethesda® Pinball,2017,646668,Zen Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Simulation,Pinball FX3 - Balls of Glory Pinball,2017,646669,Zen Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Simulation,Pinball FX3 - Aliens vs Pinball,2017,646670,Zen Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Simulation,Pinball FX3 - Iron & Steel Pack,2017,646671,Zen Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Simulation,Pinball FX3 - Zen Classics,2017,646672,Zen Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Simulation,Pinball FX3 - Marvel Pinball: Heavy Hitters,2017,657421,Zen Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Simulation,Pinball FX3 - Marvel Pinball: Cinematic Pack,2017,657422,Zen Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Simulation,Pinball FX3 - Marvel Pinball: Marvel Legends Pack,2017,657420,Zen Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Simulation,Pinball FX3 - Medieval Pack,2017,657423,Zen Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Simulation,Pinball FX3 - Star Wars™ Pinball: Balance of the Force,2017,646665,Zen Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Action, Adventure, Casual, Indie",Retro Dungeons,2017,709220,Dexion Games,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RPG,"BLUE REFLECTION - Sailor Swimsuits set A (Hinako, Sarasa, Mao)",2017,688241,"KOEI TECMO GAMES CO., LTD.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RPG,BLUE REFLECTION - Season Pass,2017,704150,"KOEI TECMO GAMES CO., LTD.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RPG,"BLUE REFLECTION - Sailor Swimsuits set B (Yuzu, Shihori, Kei)",2017,688242,"KOEI TECMO GAMES CO., LTD.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Simulation,Pinball FX3 - Sci-Fi Pack,2017,657424,Zen Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RPG,"BLUE REFLECTION - Sailor Swimsuits set C (Lime, Fumio, Chihiro)",2017,688243,"KOEI TECMO GAMES CO., LTD.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RPG,"BLUE REFLECTION - Sailor Swimsuits set D (Sanae, Ako, Yuri)",2017,688244,"KOEI TECMO GAMES CO., LTD.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RPG,"BLUE REFLECTION - Sailor Swimsuits set E (Rin, Kaori, Rika)",2017,688245,"KOEI TECMO GAMES CO., LTD.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RPG,BLUE REFLECTION - Arland Maid Costumes (Yuzuki),2017,688246,"KOEI TECMO GAMES CO., LTD.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RPG,BLUE REFLECTION - Arland Maid Costumes (Lime),2017,688247,"KOEI TECMO GAMES CO., LTD.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Indie, Strategy",Magic Potion Destroyer,2017,676910,ARTIFACTS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Action, Adventure, Casual, Indie",Hentai,2017,704550,PinkySwear,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Casual, Indie",Hex: Origins,2017,695420,Pretty Bat Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Free to Play, Indie",MineFight,2017,682970,Talpel Games,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Adventure, Casual, Indie",Once upon a time,2017,566410,Bruno MARTIOL,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure, Indie",Project X,2017,662380,Bulls Bros,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Indie, Racing",Drift (Over) Drive,2017,447920,Retraissance,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"Casual, Indie",Viewpoints - Radioactive Edition,2017,719900,Striped Rocket,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Adventure, Simulation",The jungle,2017,709720,Exciting Game,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Indie, RPG, Simulation, Strategy",Chromasia,2012,689470,Nexus Games LLC,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
"Action, Adventure, Casual, Indie, Simulation",Airstrike One,2017,713600,LillyWelland inc.,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Simulation, Strategy",Planet Coaster - Spooky Pack,2017,710490,Frontier Developments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"Casual, Indie",Fruit Sudoku🍉 3,2017,711090,SlyGames,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Casual, Indie",Fruit Sudoku🍉 2,2017,711080,SlyGames,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Casual, Indie",Fruit Sudoku🍉 4,2017,711100,SlyGames,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Indie, Massively Multiplayer, RPG, Early Access",Bloodlines of Prima,2017,686090,Amazastrophic,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"Action, Indie, Racing",Photon Flux,2017,632580,D. Scott Nettleton,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"Casual, Indie",Real ★1942★,2017,710390,DDFG,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Indie, RPG, Strategy",Fantasy Grounds - Mythic Monsters #10: Sea Monsters (PFRPG),2017,718420,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"Indie, RPG, Strategy",Crimson Sword Saga: Tactics,2017,709670,"David Nguyen,David Chang",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"Indie, RPG, Strategy",Fantasy Grounds - Mythic Monsters #8: Abyssal (PFRPG),2017,718460,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"Indie, RPG, Strategy",Fantasy Grounds - A08: Search for the Tri-Stone (5E),2017,718480,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"Indie, RPG, Strategy",Fantasy Grounds - Islands of Plunder: Scourge of the Steaming Isle (5E),2017,718390,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"Indie, Simulation, Strategy",Niche - a genetics survival game,2016,440650,Stray Fawn Studio,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"Indie, Simulation, Strategy",Niche - a genetic survival game Soundtrack,2017,712900,Stray Fawn Studio,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"Action, Strategy","Warhammer 40,000: Space Wolf - Exceptional Card Pack",2017,710300,HeroCraft,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Action, Strategy","Warhammer 40,000: Space Wolf",2017,553210,HeroCraft,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Action, Indie, RPG",Pylon: Rogue,2017,386100,QuantumSquid Interactive,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Action, Indie, Early Access",Holdfast: Nations At War,2017,589290,Anvil Game Studios,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Strategy,Ancient Frontier,2017,521790,"Fair Weather Studios, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Action,Friday the 13th: The Game - Spring Break 1984 Clothing Pack,2017,702660,IllFonic,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Action, Indie, Simulation",One Night You're Crazy,2017,697800,Chris Antoni,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Adventure, Casual, Indie",Brinko,2017,701020,Zain ul Hassan,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Racing,Project CARS 2 Season Pass,2017,648301,Slightly Mad Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Casual, Free to Play, Simulation, Sports",Zaccaria Pinball - Farfalla 2017 Table,2017,699090,Magic Pixel Kft.,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
"Action, Adventure, Indie, RPG",Scarlett's Dungeon,2017,704950,Johnny Ginard,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Free to Play, Strategy",HumanKind: The Awakening,2017,687280,"Dark Polygon Ltda.,Jalomot Ltda.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Action, Casual, Indie, Simulation",Keyboard Killers,2017,699240,Heaven Brotherhood,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Indie, RPG, Simulation, Sports, Strategy",Age of Gladiators II,2017,639300,Creative Storm Entertainment,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0
"Adventure, Indie",The Search Soundtrack,2017,720110,Jason Godbey,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Casual, RPG, Simulation",Tabletopia - Sub Terra + Expansions,2017,409570,"Tim Pinder,David Franco Campos,Zak Eidsvoog,David Thor Fjalarsson",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"Action, Adventure, Free to Play, Massively Multiplayer, RPG",DC Universe Online™ - Episode 29: Riddled With Crime,2017,720900,Daybreak Game Company,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"Indie, Simulation, Strategy, Early Access",My Factory 我的工厂,2017,702080,Great God,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"Action, Adventure, Indie",SteamWorld Dig 2 OST Feat. El Huervo,2017,718690,Image &amp; Form,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Action, Simulation, Strategy",Tactics 2: War,2017,707770,Capt McCay Soft,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Simulation,OMSI 2 Add-on K-Bergbahn,2017,708171,Kevin Nitschmann,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
